suite,m,n,k,dtype,eager_ms,compiled_ms,custom_op_mm_ms,decompose_k_ms,custom_op_speedup_vs_eager,custom_op_speedup_vs_compiled,decompose_k_speedup_vs_eager,decompose_k_speedup_vs_compiled,custom_op_autotune_name,custom_op_best_impl,custom_op_k_splits,custom_op_choice_name,standalone_split_k,standalone_block_m,standalone_block_n,standalone_block_k
matmul-fp32,16,16,8192,float32,0.015200000256299973,0.013535999692976475,0.009600000455975533,0.009344000369310379,1.5833332848269515,1.4099999010469813,1.6267122919026369,1.4486300468731126,static_mm_fused_autotune,decompose_k_impl,128,static_mm_fused_autotune_decompose_k_impl_k_splits__128_13,128,16,16,64
matmul-fp32,16,16,12288,float32,0.016672000288963318,0.013919999822974205,0.010367999784648418,0.009503999724984169,1.6080247526286644,1.3425926034050584,1.7542088353744232,1.4646464884022703,static_mm_fused_autotune,decompose_k_impl,128,static_mm_fused_autotune_decompose_k_impl_k_splits__128_32,96,16,16,64
matmul-fp32,16,16,16384,float32,0.01708799973130226,0.013919999822974205,0.010847999714314938,0.010239999741315842,1.5752212556526035,1.2831858581822675,1.6687500159161577,1.359375017053026,static_mm_fused_autotune,decompose_k_impl,128,static_mm_fused_autotune_decompose_k_impl_k_splits__128_48,256,16,16,64
matmul-fp32,16,16,20480,float32,0.018783999606966972,0.017952000722289085,0.014688000082969666,0.01065600011497736,1.2788670684136574,1.2222222644935807,1.7627627068589686,1.6846847342894598,static_mm_fused_autotune,decompose_k_impl,256,static_mm_fused_autotune_decompose_k_impl_k_splits__256_68,80,16,16,64
matmul-fp32,16,16,24576,float32,0.019471999257802963,0.017503999173641205,0.013663999736309052,0.010688000358641148,1.425058521192769,1.2810304092094063,1.8218561568497735,1.6377244186270434,static_mm_fused_autotune,decompose_k_impl,256,static_mm_fused_autotune_decompose_k_impl_k_splits__256_87,96,16,16,64
matmul-fp32,16,16,28672,float32,0.020576000213623047,0.01775999926030636,0.013919999822974205,0.011296000331640244,1.4781609536850333,1.275862032052216,1.8215297104754329,1.572237848697682,static_mm_fused_autotune,decompose_k_impl,256,static_mm_fused_autotune_decompose_k_impl_k_splits__256_106,112,16,16,64
matmul-fp32,16,16,32768,float32,0.021344000473618507,0.018239999189972878,0.015135999768972397,0.011359999887645245,1.4101480443579302,1.2050739606486671,1.878873299711167,1.6056337473920304,static_mm_fused_autotune,decompose_k_impl,256,static_mm_fused_autotune_decompose_k_impl_k_splits__256_123,128,16,16,64
matmul-fp32,32,32,8192,float32,0.01587199978530407,0.01500799972563982,0.010623999871313572,0.010400000028312206,1.493975901502117,1.412650593696233,1.526153821355316,1.4430768927676085,static_mm_fused_autotune,decompose_k_impl,128,static_mm_fused_autotune_decompose_k_impl_k_splits__128_137,32,16,16,64
matmul-fp32,32,32,12288,float32,0.01727999933063984,0.015359999611973763,0.011455999687314034,0.01142400037497282,1.5083798710098688,1.3407821256300207,1.5126049337757441,1.3445377370280687,static_mm_fused_autotune,decompose_k_impl,128,static_mm_fused_autotune_decompose_k_impl_k_splits__128_156,256,32,32,64
matmul-fp32,32,32,16384,float32,0.0180479995906353,0.01548799965530634,0.014368000440299511,0.011935999616980553,1.2561246546188911,1.077950945203582,1.5120643573881831,1.297587144127635,static_mm_fused_autotune,decompose_k_impl,256,static_mm_fused_autotune_decompose_k_impl_k_splits__256_173,256,32,32,64
